"AOSNUMBER","City","County","State","Agency","Type of LEA","Summary","Type of Juris","Technology","Vendor","Link 1","Link 1 Snapshot","Link 1 Source","Link 1 Type","Link 1 Date","Link 2","Link 2 Snapshot","Link 2 Source","Link 2 Type","Link 2 Date","Link 3","Link 3 Snapshot","Link 3 Source","Link 3 Type","Link 3 Date","Other Links"
"AOS2366","Pasadena","Los Angeles County","CA","Pasadena Police Department","Police","The Pasadena Police Department scanned 1,446,442 license plates in 2019 using Vigilant Solutions automated license plate readers.","Municipal","Automated License Plate Readers","Vigilant Solutions","https://www.muckrock.com/foi/pasadena-3368/2020-vigilant-data-sharing-information-automated-license-plate-reader-alpr-pasadena-police-department-86967/","","MuckRock","","","https://www.auditor.ca.gov/reports/2019-118/surveys/pasadena_police_department.html","","California State Auditor","","2/13/2020","","","","","",""
"AOS2368","Garden Grove","Orange County","CA","Garden Grove Police Department","Police","The Garden Grove Police Department scanned 192,669 license plates in 2019 using Vigilant Solutions automated license plate readers.","Municipal","Automated License Plate Readers","Vigilant Solutions","https://www.muckrock.com/foi/garden-grove-3225/2020-vigilant-data-sharing-information-automated-license-plate-reader-alpr-garden-grove-police-department-86971/","","MuckRock","","","https://www.auditor.ca.gov/reports/2019-118/surveys/garden_grove_police_department.html","","California State Auditor","","2/13/2020","","","","","",""
"AOS2370","Cypress","Orange County","CA","Cypress Police Department","Police","The Cypress Police Department scanned 139,645 license plates in 2019 using Vigilant Solutions automated license plate readers.","Municipal","Automated License Plate Readers","Vigilant Solutions","https://www.muckrock.com/foi/cypress-3176/2020-vigilant-data-sharing-information-automated-license-plate-reader-alpr-cypress-police-department-86963/","","MuckRock","","","https://www.auditor.ca.gov/reports/2019-118/surveys/cypress_police_department.html","","California State Auditor","","2/13/2020","","","","","",""
"AOS2374","La Habra","Orange County","CA","La Habra Police Department","Police","The La Habra Police Department scanned 426,592 license plates in 2019 using Vigilant Solutions automated license plate readers.","Municipal","Automated License Plate Readers","Vigilant Solutions","https://www.muckrock.com/foi/la-habra-3271/2020-vigilant-data-sharing-information-automated-license-plate-reader-alpr-la-habra-police-department-87034/","","MuckRock","","","https://www.auditor.ca.gov/reports/2019-118/surveys/la_habra_police_department.html","","California State Auditor","","2/13/2020","","","","","",""
"AOS2377","Hemet","Riverside County","CA","Hemet Police Department","Police","The Hemet Police Department scanned 84,087 license plates in 2019 using Vigilant Solutions automated license plate readers. In 2020, Hemet spent and additional $40,000 on Flock Safety ALPR technology","Municipal","Automated License Plate Readers","Flock Safety, Vigilant Solutions","https://www.muckrock.com/foi/hemet-3242/license-plate-recognition-data-hemet-police-department-87876/","","MuckRock","","","https://www.auditor.ca.gov/reports/2019-118/surveys/hemet_police_department.html","","California State Auditor","","2/13/2020","https://www.hemetca.gov/DocumentCenter/View/6647/July-30th-2020-Voucher-List?bidId=","","City of Hemet","","7/30/2020",""
"AOS2382","Tracy","San Joaquin County","CA","Tracy Police Department","Police","The Tracy Police Department scanned 515,858 license plates in 2019 using Vigilant Solutions automated license plate readers.","Municipal","Automated License Plate Readers","Vigilant Solutions","https://www.muckrock.com/foi/tracy-3474/alpr-data-records-request-tracy-police-department-87865/","","MuckRock","","","https://www.auditor.ca.gov/reports/2019-118/surveys/tracy_police_department.html","","California State Auditor","","2/13/2020","","","","","",""
"AOS2384","Hermosa Beach","Los Angeles County","CA","Hermosa Beach Police Department","Police","The Hermosa Beach Police Department scanned 274,577 license plates in 2019 using Vigilant Solutions automated license plate readers.","Municipal","Automated License Plate Readers","Vigilant Solutions","https://www.muckrock.com/foi/hermosa-beach-3244/license-plate-recognition-data-hermosa-beach-police-department-87875/","","MuckRock","","","https://www.auditor.ca.gov/reports/2019-118/surveys/hermosa_beach_police_department.html","","California State Auditor","","2/13/2020","","","","","",""
"AOS2385","Beverly Hills","Los Angeles County","CA","Beverly Hills Police Department","Police","The Beverly Hills Police Department scanned 39,439,435 license plates in 2019 using Vigilant Solutions automated license plate readers.","Municipal","Automated License Plate Readers","Vigilant Solutions","https://www.muckrock.com/foi/beverly-hills-3116/2020-vigilant-data-sharing-information-automated-license-plate-reader-alpr-beverly-hills-police-department-86969/#comms","","MuckRock","","","https://www.auditor.ca.gov/reports/2019-118/surveys/beverly_hills_police_department.html","","California State Auditor","","2/13/2020","","","","","",""
"AOS2386","San Bernardino","San Bernardino County","CA","San Bernardino County Sheriff's Department","Sheriff","The San Bernardino County Sheriff's Department scanned 298,584,261 license plates in 2019 using Vigilant Solutions automated license plate readers.","County","Automated License Plate Readers","Vigilant Solutions","https://www.muckrock.com/foi/san-bernardino-county-3060/2020-vigilant-data-sharing-information-automated-license-plate-reader-alpr-san-bernardino-county-sheriff-86949/","","MuckRock","","","https://www.auditor.ca.gov/reports/2019-118/surveys/san_bernardino_county_sheriff.html","","California State Auditor","","2/13/2020","","","","","",""
"AOS2388","Martinez","Contra Costa County","CA","Contra Costa County Sheriff's Office","Sheriff","The Contra Costa County Sheriff's Office scanned 32,921,469 license plates in 2019 using Vigilant Solutions automated license plate readers.","County","Automated License Plate Readers","Vigilant Solutions","https://www.muckrock.com/foi/contra-costa-county-3034/2020-vigilant-data-sharing-information-automated-license-plate-reader-alpr-office-of-the-sheriff-contra-costa-county-86957/#comms","","MuckRock","","","https://www.auditor.ca.gov/reports/2019-118/surveys/contra_costa_county_sheriff.html","","California State Auditor","","2/13/2020","","","","","",""
"AOS2389","Bakersfield","Kern County","CA","Bakersfield Police Department","Police","The Bakersfield Police Department scanned 122,986 license plates in 2019 using Vigilant Solutions automated license plate readers.","Municipal","Automated License Plate Readers","Vigilant Solutions","https://www.muckrock.com/foi/bakersfield-3105/2020-vigilant-data-sharing-information-automated-license-plate-reader-alpr-bakersfield-police-department-86952/","","MuckRock","","","https://www.auditor.ca.gov/reports/2019-118/surveys/bakersfield_police_department.html","","California State Auditor","","2/13/2020","","","","","",""
"AOS2391","Fullerton","Orange County","CA","California State University Fullerton Police Department","Police","The CSU Fullerton Police Department scanned 127,269 license plates in 2019 using Vigilant Solutions automated license plate readers.","Municipal","Automated License Plate Readers","Vigilant Solutions","https://www.muckrock.com/foi/fullerton-3223/2020-vigilant-data-sharing-information-automated-license-plate-reader-alpr-csu-fullerton-police-department-87045/","","MuckRock","","","","","","","","","","","","",""
"AOS2392","Irvine","Orange County","CA","Irvine Police Department","Police","The Irvine Police Department scanned 157,320 license plates in 2019 using Vigilant Solutions automated license plate readers.","Municipal","Automated License Plate Readers","Vigilant Solutions","https://www.muckrock.com/foi/irvine-3262/2020-vigilant-data-sharing-information-automated-license-plate-reader-alpr-irvine-police-department-86954/","","MuckRock","","","https://www.auditor.ca.gov/reports/2019-118/surveys/irvine_police_department.html","","California State Auditor","","2/13/2020","","","","","",""
"AOS2394","Palm Springs","Riverside County","CA","Palm Springs Police Department","Police","The Palm Springs Police Department scanned 58,482 license plates in 2019 using Vigilant Solutions automated license plate readers.","Municipal","Automated License Plate Readers","Vigilant Solutions","https://www.muckrock.com/foi/palm-springs-3362/aldr-data-palm-springs-police-department-87879/","","MuckRock","","","","","","","","","","","","",""
"AOS2395","Orange","Orange County","CA","Orange Police Department","Police","The Orange Police Department scanned 1,446,414 license plates in 2019 using Vigilant Solutions automated license plate readers.","Municipal","Automated License Plate Readers","Vigilant Solutions","https://www.muckrock.com/foi/orange-3354/2020-vigilant-data-sharing-information-automated-license-plate-reader-alpr-orange-police-department-86976/#comms","","MuckRock","","","https://www.auditor.ca.gov/reports/2019-118/surveys/orange_police_department.html","","California State Auditor","","2/13/2020","","","","","",""
"AOS2400","Sacramento","Sacramento County","CA","Sacramento County District Attorney's Office","District Attorney","The Sacramento District Attorney's Office has access to other agencies' automated license plate reader data through Vigilant Solutions.","County","Automated License Plate Readers","Vigilant Solutions","https://www.muckrock.com/foi/sacramento-county-397/2020-vigilant-data-sharing-information-automated-license-plate-reader-sacramento-county-district-attorneys-office-90294/","","MuckRock","","","","","","","","","","","","",""
"AOS2403","Martinez","Contra Costa County","CA","Martinez Police Department","Police","The Martinez Police Department scanned 12,990,796 license plates in 2019 using Vigilant Solutions automated license plate readers.","Municipal","Automated License Plate Readers","Vigilant Solutions","https://www.muckrock.com/foi/martinez-3315/2020-vigilant-data-sharing-information-automated-license-plate-reader-alpr-martinez-police-department-89463/","","MuckRock","","","https://www.auditor.ca.gov/reports/2019-118/surveys/martinez_police_department.html","","California State Auditor","","2/13/2020","","","","","",""
"AOS2404","Gardena","Los Angeles County","CA","Gardena Police Department","Police","The Gardena Police Department scanned 3,882,488 license plates in 2019 using Vigilant Solutions automated license plate readers.","Municipal","Automated License Plate Readers","Vigilant Solutions","https://www.muckrock.com/foi/gardena-3226/2020-vigilant-data-sharing-information-automated-license-plate-reader-gardena-police-department-90325/","","MuckRock","","","https://www.auditor.ca.gov/reports/2019-118/surveys/gardena_police_department.html","","California State Auditor","","2/13/2020","","","","","",""
"AOS2405","San Francisco","San Francisco County","CA","Northern California Regional Intelligence Center","Fusion Center","About 29 agencies collectively submitted 40 million license plate scans to the Northern California Regional Intelligence Center between October and December 2019.","Regional","Automated License Plate Readers","Vigilant Solutions","https://www.muckrock.com/foi/california-52/2020-vigilant-data-sharing-information-automated-license-plate-reader-northern-california-regional-intelligence-center-90306/","","MuckRock","","","","","","","","","","","","",""
